KeyId,MyPN,Name,Description,Value,Value2,Device_Type,Subtype,Technology,VCE,VGE,IC_Continuous,IC_Pulse,VCE_Sat,Power_Total,HFE,Switching_Speed,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000045,ULN2004A,"High Voltage, High Current Darlington Array, 7-ch, 50V 500mA, CMOS compatible",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2004a.pdf,1,1,Texas Instruments,ULN2004A,ULx200xA,C22497,,595-ULN2004A,,296-1332-5-ND,,1469776,,ULN2003A,,Transistor,Other,0,0,0,,pcs,2500,0.48,USD,,,,1,Higher input resistance for CMOS,"Darlington,Array,Driver,SOIC,CMOS",,,,,1.0,0,0
,EL-TST-000046,ULN2804A,"8-Channel Darlington Array, 50V 500mA, CMOS compatible",Darlington Array 50V 500mA,SOIC-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.5W,1000,,SOIC-18,7.5x11.6mm,2.35mm,SMD,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*7.5x11.6mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2804a.pdf,1,1,Texas Instruments,ULN2804A,ULx280xA,C22498,,595-ULN2804A,,296-4313-5-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.95,USD,,,,1,"8-channel, CMOS compatible","Darlington,Array,Driver,SOIC,CMOS",,,,,1.0,0,0
,EL-TST-000047,TPL7407LAPW,"7-Channel Low Side Driver, CMOS Improvement of Darlington Array",Driver 30V 600mA,TSSOP-16,Darlington,Array,CMOS,30V,,600mA,1.2A,0.65V,0.7W,,,TSSOP-16,4.4x5.0mm,1.2mm,SMD,-40°C,125°C,-40 to 125°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,TSSOP*4.4x5mm*P0.65mm*,https://www.ti.com/lit/ds/symlink/tpl7407la.pdf,1,1,Texas Instruments,TPL7407LAPW,,C89602,,595-TPL7407LAPW,,296-36385-5-ND,,2471590,,,,Transistor,Other,0,0,0,,pcs,2500,0.75,USD,,,,1,Lower saturation voltage than ULN2003,"Driver,LowSide,TSSOP,CMOS",,,,,1.0,0,0
,EL-TST-000048,MC1413BD,"High Voltage Darlington Array, 7-ch, 50V 500mA, SOIC-16",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.onsemi.com/pdf/datasheet/mc1413b-d.pdf,1,1,ON Semiconductor,MC1413BD,,C871,,863-MC1413BD,,MC1413BD-ND,,9558682,,ULN2003AD,,Transistor,Other,0,0,0,,pcs,2500,0.42,USD,,,,1,Equivalent to ULN2003A,"Darlington,Array,Driver,SOIC",,,,,1.0,0,0
,EL-TST-000049,TD62783APG,"8-Channel Source Type Transistor Array, 50V 500mA",Darlington Array 50V 500mA,DIP-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.2W,1000,,DIP-18,7.62x22.6mm,4.5mm,Through Hole,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-18_W7.62mm,DIP*W7.62mm*,https://toshiba.semicon-storage.com/info/TD62783APG_datasheet_en_20210526.pdf,1,1,Toshiba,TD62783APG,,C11708,,757-TD62783APG,,TD62783APG-ND,,,,,,Transistor,Other,0,0,0,,pcs,1000,0.85,USD,,,,1,Source driver (high-side),"Darlington,Array,SourceDriver,DIP",,,,,1.0,0,0
,EL-TST-000050,A2982,"8-Channel Source Driver, TTL/DTL/CMOS compatible, 500mA 50V",Darlington Array 50V 500mA,SOIC-20W,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.5W,1000,,SOIC-20W,7.5x12.8mm,2.35mm,SMD,-20°C,85°C,-20 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*20W*7.5x12.8mm*P1.27mm*,https://www.allegromicro.com/datasheet/A2982-Datasheet.pdf,1,1,Allegro,A2982,,C524263,,250-A2982SLWTR,,620-1004-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,1.10,USD,,,,1,8-channel source driver,"Darlington,Array,SourceDriver,SOIC",,,,,1.0,0,0
,EL-TST-000051,SN75468,"High Voltage Darlington Array, 7-ch, 100V 500mA",Darlington Array 100V 500mA,SOIC-16,Darlington,Array,Bipolar,100V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/sn75468.pdf,1,1,Texas Instruments,SN75468,,C524264,,595-SN75468,,296-1393-5-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.65,USD,,,,1,100V version of ULN2003,"Darlington,Array,Driver,SOIC,100V",,,,,1.0,0,0
,EL-TST-000052,SN75469,"High Voltage Darlington Array, 7-ch, 100V 500mA, CMOS/PMOS compatible",Darlington Array 100V 500mA,SOIC-16,Darlington,Array,Bipolar,100V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/sn75469.pdf,1,1,Texas Instruments,SN75469,,C524265,,595-SN75469,,296-1394-5-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.68,USD,,,,1,"100V, CMOS compatible","Darlington,Array,Driver,SOIC,100V,CMOS",,,,,1.0,0,0
,EL-TST-000053,IRG4BC30W,"23A, 600V, N-Channel IGBT, 40kHz switching",IGBT 600V 23A 1.8V,TO-220,IGBT,N-Channel,Planar,600V,±20V,23A,46A,1.8V,100W,,40kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.infineon.com/datasheet/irg4bc30w.pdf,1,1,International Rectifier,IRG4BC30W,Gen4,,,942-IRG4BC30W,,IRG4BC30W-ND,,,,,,Transistor,Other,0,0,0,,pcs,50,1.50,USD,,,,1,Warp speed IGBT,"IGBT,Power,600V,23A,TO-220",,,,,1.0,0,0
,EL-TST-000054,IRG4BC20U,"13A, 600V, N-Channel IGBT, ultra-fast",IGBT 600V 13A 1.8V,TO-220,IGBT,N-Channel,Planar,600V,±20V,13A,26A,1.8V,45W,,40kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.infineon.com/datasheet/irg4bc20u.pdf,1,1,International Rectifier,IRG4BC20U,Gen4,,,942-IRG4BC20U,,IRG4BC20U-ND,,,,,,Transistor,Other,0,0,0,,pcs,50,1.15,USD,,,,1,Ultrafast IGBT,"IGBT,Power,600V,13A,TO-220",,,,,1.0,0,0
,EL-TST-000055,IKW30N60T,"30A, 600V, N-Channel IGBT, TrenchStop, TO-247",IGBT 600V 30A 1.5V,TO-247,IGBT,N-Channel,TrenchStop,600V,±20V,30A,60A,1.5V,188W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw30n60t.pdf,1,1,Infineon,IKW30N60T,TrenchStop,C17910,,726-IKW30N60T,,IKW30N60T-ND,,2516425,,,,Transistor,Other,0,0,0,,pcs,30,2.95,USD,,,,1,High efficiency IGBT,"IGBT,Power,600V,30A,TO-247",,,,,1.0,0,0
,EL-TST-000056,IKW50N60T,"50A, 600V, N-Channel IGBT, TrenchStop, TO-247",IGBT 600V 50A 1.5V,TO-247,IGBT,N-Channel,TrenchStop,600V,±20V,50A,100A,1.5V,333W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw50n60t.pdf,1,1,Infineon,IKW50N60T,TrenchStop,C2022,,726-IKW50N60T,,IKW50N60T-ND,,2516429,,,,Transistor,Other,0,0,0,,pcs,30,4.10,USD,,,,1,High efficiency IGBT,"IGBT,Power,600V,50A,TO-247",,,,,1.0,0,0
,EL-TST-000057,FGA40N65,"40A, 650V, N-Channel IGBT, Trench technology",IGBT 650V 40A 1.6V,TO-3P,IGBT,N-Channel,Trench,650V,±20V,40A,80A,1.6V,250W,,20kHz,TO-3P-3,15.8x20.0mm,20.0mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-3P-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fga40n65-s3a-d.pdf,1,1,ON Semiconductor,FGA40N65,,C12987,,512-FGA40N65,,FGA40N65-ND,,,,,,Transistor,Other,0,0,0,,pcs,30,3.50,USD,,,,1,Field Stop Trench IGBT,"IGBT,Power,650V,40A,TO-3P",,,,,1.0,0,0
,EL-TST-000058,FGA20S120,"20A, 1200V, N-Channel IGBT, short-circuit rated",IGBT 1200V 20A 1.9V,TO-3P,IGBT,N-Channel,NPT,1200V,±20V,20A,40A,1.9V,250W,,10kHz,TO-3P-3,15.8x20.0mm,20.0mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-3P-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fga20s120m-d.pdf,1,1,ON Semiconductor,FGA20S120,,C12352,,512-FGA20S120,,FGA20S120-ND,,,,,,Transistor,Other,0,0,0,,pcs,30,2.65,USD,,,,1,NPT IGBT,"IGBT,Power,1200V,20A,TO-3P",,,,,1.0,0,0
,EL-TST-000059,IRG7PH42U,"42A, 1200V, N-Channel IGBT, Co-Pack diode",IGBT 1200V 42A 1.7V,TO-247,IGBT,N-Channel,Trench,1200V,±20V,42A,84A,1.7V,326W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/irg7ph42u.pdf,1,1,International Rectifier,IRG7PH42U,,,,942-IRG7PH42U,,IRG7PH42U-ND,,,,,,Transistor,Other,0,0,0,,pcs,25,5.80,USD,,,,1,IGBT with soft recovery diode,"IGBT,Power,1200V,42A,TO-247",,,,,1.0,0,0
,EL-TST-000060,STGW30NC60W,"30A, 600V, N-Channel IGBT, PowerMESH, TO-247",IGBT 600V 30A 1.6V,TO-247,IGBT,N-Channel,PowerMESH,600V,±20V,30A,60A,1.6V,200W,,30kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.st.com/resource/en/datasheet/stgw30nc60w.pdf,1,1,STMicroelectronics,STGW30NC60W,PowerMESH,C524266,,511-STGW30NC60W,,497-10951-ND,,2320656,,,,Transistor,Other,0,0,0,,pcs,30,3.20,USD,,,,1,ST IGBT,"IGBT,Power,600V,30A,TO-247",,,,,1.0,0,0
,EL-TST-000061,FGA15N120,"15A, 1200V, N-Channel IGBT with anti-parallel diode",IGBT 1200V 15A 1.9V,TO-3P,IGBT,N-Channel,NPT,1200V,±20V,15A,30A,1.9V,220W,,10kHz,TO-3P-3,15.8x20.0mm,20.0mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-3P-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fga15n120-anc-d.pdf,1,1,ON Semiconductor,FGA15N120,,C12351,,512-FGA15N120,,FGA15N120-ND,,9557245,,,,Transistor,Other,0,0,0,,pcs,30,2.45,USD,,,,1,NPT IGBT with diode,"IGBT,Power,1200V,15A,TO-3P",,,,,1.0,0,0
,EL-TST-000062,IRG4BC40U,"20A, 600V, N-Channel IGBT, ultra-fast diode",IGBT 600V 20A 1.8V,TO-220,IGBT,N-Channel,Planar,600V,±20V,20A,40A,1.8V,75W,,40kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.infineon.com/datasheet/irg4bc40u.pdf,1,1,International Rectifier,IRG4BC40U,Gen4,C1492,,942-IRG4BC40U,,IRG4BC40U-ND,,,,,,Transistor,Other,0,0,0,,pcs,50,1.65,USD,,,,1,Ultrafast IGBT,"IGBT,Power,600V,20A,TO-220",,,,,1.0,0,0
,EL-TST-000063,IRG4BC40W,"27A, 600V, N-Channel IGBT, 40kHz switching",IGBT 600V 27A 1.8V,TO-220,IGBT,N-Channel,Planar,600V,±20V,27A,54A,1.8V,100W,,40kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.infineon.com/datasheet/irg4bc40w.pdf,1,1,International Rectifier,IRG4BC40W,Gen4,,,942-IRG4BC40W,,IRG4BC40W-ND,,,,,,Transistor,Other,0,0,0,,pcs,50,1.70,USD,,,,1,Warp speed IGBT,"IGBT,Power,600V,27A,TO-220",,,,,1.0,0,0
,EL-TST-000064,STGW40N60D,"40A, 600V, N-Channel IGBT with diode, TO-247",IGBT 600V 40A 1.6V,TO-247,IGBT,N-Channel,PowerMESH,600V,±20V,40A,80A,1.6V,250W,,30kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.st.com/resource/en/datasheet/stgw40n60d.pdf,1,1,STMicroelectronics,STGW40N60D,PowerMESH,C524267,,511-STGW40N60D,,497-10952-ND,,2320657,,,,Transistor,Other,0,0,0,,pcs,30,3.45,USD,,,,1,IGBT with diode,"IGBT,Power,600V,40A,TO-247",,,,,1.0,0,0
,EL-TST-000065,STGW60H65D,"60A, 650V, N-Channel IGBT, Trench gate, TO-247",IGBT 650V 60A 1.6V,TO-247,IGBT,N-Channel,Trench,650V,±20V,60A,120A,1.6V,375W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.st.com/resource/en/datasheet/stgw60h65d.pdf,1,1,STMicroelectronics,STGW60H65D,H-series,C524268,,511-STGW60H65D,,497-16277-ND,,2692833,,,,Transistor,Other,0,0,0,,pcs,25,4.95,USD,,,,1,Trench gate IGBT,"IGBT,Power,650V,60A,TO-247",,,,,1.0,0,0
,EL-TST-000066,IKW25N120T2,"25A, 1200V, N-Channel IGBT, TrenchStop, TO-247",IGBT 1200V 25A 1.7V,TO-247,IGBT,N-Channel,TrenchStop,1200V,±20V,25A,50A,1.7V,250W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw25n120t2.pdf,1,1,Infineon,IKW25N120T2,TrenchStop,C2019,,726-IKW25N120T2,,IKW25N120T2-ND,,2516426,,,,Transistor,Other,0,0,0,,pcs,30,2.85,USD,,,,1,High efficiency IGBT,"IGBT,Power,1200V,25A,TO-247",,,,,1.0,0,0
,EL-TST-000067,IKW15N120T2,"15A, 1200V, N-Channel IGBT, TrenchStop, TO-247",IGBT 1200V 15A 1.7V,TO-247,IGBT,N-Channel,TrenchStop,1200V,±20V,15A,30A,1.7V,160W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw15n120t2.pdf,1,1,Infineon,IKW15N120T2,TrenchStop,C2018,,726-IKW15N120T2,,IKW15N120T2-ND,,2516424,,,,Transistor,Other,0,0,0,,pcs,30,2.55,USD,,,,1,High efficiency IGBT,"IGBT,Power,1200V,15A,TO-247",,,,,1.0,0,0
,EL-TST-000068,IRG7PH46U,"46A, 1200V, N-Channel IGBT, Co-Pack diode",IGBT 1200V 46A 1.7V,TO-247,IGBT,N-Channel,Trench,1200V,±20V,46A,92A,1.7V,349W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/irg7ph46u.pdf,1,1,International Rectifier,IRG7PH46U,,,,942-IRG7PH46U,,IRG7PH46U-ND,,,,,,Transistor,Other,0,0,0,,pcs,25,6.25,USD,,,,1,IGBT with soft recovery diode,"IGBT,Power,1200V,46A,TO-247",,,,,1.0,0,0
,EL-TST-000069,MJE5731A,"PNP Darlington Power Transistor, 400V, 4A",Darlington 400V 4A 1.5V,TO-220,Darlington,Power,Bipolar,-400V,,-4A,-8A,-1.5V,75W,500,10MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_PNP_Darlington_ECB,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/mje5731a-d.pdf,1,1,ON Semiconductor,MJE5731A,,C45878,,512-MJE5731A,,MJE5731A-ND,,9558660,,,,Transistor,Other,0,0,0,,pcs,50,1.45,USD,,,,1,High voltage Darlington,"Darlington,Power,PNP,400V,TO-220",,,,,1.0,0,0
,EL-TST-000070,MJE5742A,"NPN Darlington Power Transistor, 400V, 5A",Darlington 400V 5A 1.5V,TO-220,Darlington,Power,Bipolar,400V,,5A,10A,1.5V,80W,500,10MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/mje5742a-d.pdf,1,1,ON Semiconductor,MJE5742A,,C45879,,512-MJE5742A,,MJE5742A-ND,,9558661,,,,Transistor,Other,0,0,0,,pcs,50,1.50,USD,,,,1,High voltage Darlington,"Darlington,Power,NPN,400V,TO-220",,,,,1.0,0,0
,EL-TST-000071,2N6667,"NPN Darlington Power Transistor, 80V, 8A",Darlington 80V 8A 2V,TO-220,Darlington,Power,Bipolar,80V,,8A,12A,2V,70W,1000,4MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.microchip.com/datasheet/2n6667.pdf,1,1,Microchip,2N6667,,,,494-2N6667,,2N6667-ND,,,,TIP122,,Transistor,Other,0,0,0,,pcs,50,0.95,USD,,,,1,General purpose Darlington,"Darlington,Power,NPN,80V,TO-220",,,,,1.0,0,0
,EL-TST-000072,MJ10012,"NPN Darlington Power Transistor, 400V, 10A",Darlington 400V 10A 1.8V,TO-3,Darlington,Power,Bipolar,400V,,10A,20A,1.8V,150W,500,1MHz,TO-3,25.4x25.4mm,8.5mm,Through Hole,-65°C,200°C,-65 to 200°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-3,,https://www.onsemi.com/pdf/datasheet/mj10012-d.pdf,1,1,ON Semiconductor,MJ10012,,C45880,,512-MJ10012,,MJ10012-ND,,,,,,Transistor,Other,0,0,0,,pcs,20,8.50,USD,,,,1,High voltage TO-3 Darlington,"Darlington,Power,NPN,400V,TO-3",,,,,1.0,0,0
,EL-TST-000073,BDX33C,"NPN Darlington Power Transistor, 100V, 10A",Darlington 100V 10A 2V,TO-220,Darlington,Power,Bipolar,100V,,10A,15A,2V,70W,750,4MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/bdx33c-d.pdf,1,1,ON Semiconductor,BDX33C,,C2251,,512-BDX33C,,BDX33C-ND,,9558615,,TIP142,,Transistor,Other,0,0,0,,pcs,50,0.98,USD,,,,1,Complementary to BDX34C,"Darlington,Power,NPN,100V,TO-220",,,,,1.0,0,0
,EL-TST-000074,BDX34C,"PNP Darlington Power Transistor, 100V, 10A",Darlington 100V 10A 2V,TO-220,Darlington,Power,Bipolar,-100V,,-10A,-15A,-2V,70W,750,4MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_PNP_Darlington_ECB,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/bdx34c-d.pdf,1,1,ON Semiconductor,BDX34C,,C2252,,512-BDX34C,,BDX34C-ND,,9558616,,TIP147,,Transistor,Other,0,0,0,,pcs,50,1.02,USD,,,,1,Complementary to BDX33C,"Darlington,Power,PNP,100V,TO-220",,,,,1.0,0,0
,EL-TST-000075,2N6050,"NPN Darlington Power Transistor, 80V, 12A",Darlington 80V 12A 2V,TO-3,Darlington,Power,Bipolar,80V,,12A,18A,2V,150W,1000,4MHz,TO-3,25.4x25.4mm,8.5mm,Through Hole,-65°C,200°C,-65 to 200°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-3,,https://www.centralsemi.com/datasheets/2N6050.PDF,1,1,Central Semiconductor,2N6050,,C2712,,610-2N6050,,2N6050-ND,,,,,,Transistor,Other,0,0,0,,pcs,20,9.20,USD,,,,1,High power Darlington,"Darlington,Power,NPN,80V,TO-3",,,,,1.0,0,0
,EL-TST-000076,2N6051,"PNP Darlington Power Transistor, 80V, 12A",Darlington 80V 12A 2V,TO-3,Darlington,Power,Bipolar,-80V,,-12A,-18A,-2V,150W,1000,4MHz,TO-3,25.4x25.4mm,8.5mm,Through Hole,-65°C,200°C,-65 to 200°C,1,MyLib_Transistor:Q_PNP_Darlington_ECB,MyLib_PKG_TO_SOT_THT:TO-3,,https://www.centralsemi.com/datasheets/2N6051.PDF,1,1,Central Semiconductor,2N6051,,C2713,,610-2N6051,,2N6051-ND,,,,,,Transistor,Other,0,0,0,,pcs,20,9.45,USD,,,,1,Complementary to 2N6050,"Darlington,Power,PNP,80V,TO-3",,,,,1.0,0,0
,EL-TST-000077,SFH309,"Silicon NPN Phototransistor, 35V, 130mW, 860nm",Phototransistor 35V 130mW,5mm,Phototransistor,NPN,Bipolar,35V,,50mA,,0.4V,130mW,520,,5mm_Lead_DIP,5.0x5.0mm,8.6mm,Through Hole,-40°C,100°C,-40 to 100°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.osram.com/ds/SFH309.pdf,1,1,Osram,SFH309,,C95824,,720-SFH309,,475-2765-ND,,1171921,,,,Transistor,Other,0,0,0,,pcs,1000,0.15,USD,,,,1,Standard phototransistor,"Phototransistor,NPN,5mm",,,,,1.0,0,0
,EL-TST-000078,BPW85B,"Silicon NPN Phototransistor, 70V, 250mW, 850nm",Phototransistor 70V 250mW,5mm,Phototransistor,NPN,Bipolar,70V,,50mA,,0.3V,250mW,800,,5mm_Lead_DIP,5.0x5.0mm,8.6mm,Through Hole,-40°C,100°C,-40 to 100°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.vishay.com/docs/81531/bpw85b.pdf,1,1,Vishay,BPW85B,,C72153,,78-BPW85B,,751-BPW85B-ND,,,,,,Transistor,Other,0,0,0,,pcs,1000,0.18,USD,,,,1,T-1 3/4 package,"Phototransistor,NPN,5mm,Vishay",,,,,1.0,0,0
,EL-TST-000079,PT334-6C,"Silicon NPN Phototransistor, 30V, 75mW, 940nm",Phototransistor 30V 75mW,3mm,Phototransistor,NPN,Bipolar,30V,,20mA,,0.4V,75mW,300,,3mm_Lead_DIP,3.0x4.5mm,4.5mm,Through Hole,-25°C,85°C,-25 to 85°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.everlight.com/file/ProductFile/PT334-6C.pdf,1,1,Everlight,PT334-6C,,C72154,,638-PT334-6C,,1080-1195-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.08,USD,,,,1,3mm phototransistor,"Phototransistor,NPN,3mm,Everlight",,,,,1.0,0,0
,EL-TST-000080,L-53P3C,"Silicon NPN Phototransistor, 30V, 100mW, 940nm",Phototransistor 30V 100mW,5mm,Phototransistor,NPN,Bipolar,30V,,20mA,,0.4V,100mW,400,,5mm_Lead_DIP,5.0x5.0mm,8.6mm,Through Hole,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.kingbright.com/datasheets/L-53P3C.pdf,1,1,Kingbright,L-53P3C,,C72155,,604-L53P3C,,754-1550-ND,,,,,,Transistor,Other,0,0,0,,pcs,1000,0.10,USD,,,,1,5mm phototransistor,"Phototransistor,NPN,5mm,Kingbright",,,,,1.0,0,0
